family,scenario_id,label,status,summary_source,sample_count,replicas,unsupported_replicas,unsupported_evidence_kinds,request_count_mean,request_count_min,request_count_max,request_count_cv_percent,failure_count_mean,failure_count_min,failure_count_max,failure_count_cv_percent,mean_response_time_ms_mean,mean_response_time_ms_min,mean_response_time_ms_max,mean_response_time_ms_cv_percent,p50_response_time_ms_mean,p50_response_time_ms_min,p50_response_time_ms_max,p50_response_time_ms_cv_percent,p95_response_time_ms_mean,p95_response_time_ms_min,p95_response_time_ms_max,p95_response_time_ms_cv_percent,p99_response_time_ms_mean,p99_response_time_ms_min,p99_response_time_ms_max,p99_response_time_ms_cv_percent,throughput_rps_mean,throughput_rps_min,throughput_rps_max,throughput_rps_cv_percent,max_node_cpu_percent_mean,max_node_memory_percent_mean,max_pod_cpu_millicores_mean,max_pod_memory_mib_mean,pod_restart_count_mean,pending_pods_count_mean,failed_pods_count_mean,not_ready_pods_count_mean,kubernetes_events_count_mean,kubernetes_warning_events_count_mean,mean_latency_delta_vs_reference_percent,throughput_delta_vs_reference_percent
default-scheduler,DS_2T_4N_L0_UNIFORM_M1M2_W2,DS_2T_4N_L0_UNIFORM_M1M2_W2,measured,measurement_csv,6,"A,A,B,B,C,C",,,18.8333,18,19,1.9788,0,0,0,0.0,1503.9777,1449.624,1559.1189,3.1633,1466.6667,1400.0,1600.0,5.082,1583.3333,1500.0,1600.0,2.3538,1583.3333,1500.0,1600.0,2.3538,0.1601,0.1588,0.1614,0.725,7.6667,17.0,347.0,592.0,0,0,0,0,25,0,-0.9057,0.2505
default-scheduler,DS_2T_4N_L1_DIFFERENTIATED_M1M1_W2,DS_2T_4N_L1_DIFFERENTIATED_M1M1_W2,measured,measurement_csv,6,"A,A,B,B,C,C",,,5,5,5,0.0,0,0,0,0.0,15552.1549,14609.4578,16135.2493,3.7359,15209.9031,15000.0,15969.0677,2.2521,17333.3333,15000.0,20000.0,11.8546,17333.3333,15000.0,20000.0,11.8546,0.0466,0.0424,0.05,7.0179,2.0,16.0,130.0,592.0,0,0,0,0,25,0,924.7028,-70.8203
default-scheduler,DS_2T_4N_L1_DIFFERENTIATED_M1M2_W2,DS_2T_4N_L1_DIFFERENTIATED_M1M2_W2,measured,measurement_csv,6,"A,A,B,B,C,C",,,5,5,5,0.0,0,0,0,0.0,15666.9419,14551.8103,17456.3623,6.6244,15384.3365,15000.0,17000.0,4.7182,17833.3333,15000.0,21000.0,14.6285,17833.3333,15000.0,21000.0,14.6285,0.0463,0.0436,0.0499,5.4359,2.6667,16.0,126.0,592.0,0,0,0,0,25,0,932.2659,-71.0081
default-scheduler,DS_2T_4N_L1_UNIFORM_M1M1_W2,DS_2T_4N_L1_UNIFORM_M1M1_W2,measured,measurement_csv,6,"A,A,B,B,C,C",,,5,5,5,0.0,0,0,0,0.0,16222.3975,15942.3984,16744.4167,1.6273,15460.8371,15101.3762,17000.0,4.4573,19500.0,18000.0,21000.0,4.9099,19500.0,18000.0,21000.0,4.9099,0.0494,0.0482,0.0501,1.2924,2.6667,16.0,153.0,592.0,0,0,0,0,26,1,968.8638,-69.067
default-scheduler,DS_2T_4N_L1_UNIFORM_M1M2_W2,DS_2T_4N_L1_UNIFORM_M1M2_W2,measured,measurement_csv,6,"A,A,B,B,C,C",,,5.1667,5,6,7.2131,0,0,0,0.0,16106.6329,15824.7969,16296.3879,0.9242,15177.6112,15068.9592,15312.9646,0.4808,19666.6667,19000.0,20000.0,2.397,19666.6667,19000.0,20000.0,2.397,0.0496,0.0492,0.05,0.5085,3.0,16.0,171.0,592.0,0,0,0,0,25,0,961.2363,-68.9418
default-scheduler,DS_2T_4N_L2_DIFFERENTIATED_M1M1_W2,DS_2T_4N_L2_DIFFERENTIATED_M1M1_W2,unsupported_under_current_constraints,none,0,,"A,B,C","application_not_ready,localai_deployment,smoke_validation_failure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
default-scheduler,DS_2T_4N_L2_UNIFORM_M1M1_W2,DS_2T_4N_L2_UNIFORM_M1M1_W2,measured,measurement_csv,6,"A,A,B,B,C,C",,,1.8333,1,2,20.3279,0,0,0,0.0,50644.4229,42505.8503,72973.1745,20.4664,47542.579,42150.6232,72973.1745,23.9381,53666.6667,43000.0,73000.0,18.7471,53666.6667,43000.0,73000.0,18.7471,0.0195,0.0137,0.0222,14.608,1.0,16.0,74.0,592.0,0,0,0,0,25,0,3236.8675,-87.7896
default-scheduler,DS_3T_4N_L0_UNIFORM_M1M1M1_W2,DS_3T_4N_L0_UNIFORM_M1M1M1_W2,measured,measurement_csv,9,"A,A,A,B,B,B,C,C,C",,,18.3333,18,19,2.5713,0,0,0,0.0,1587.7855,1509.944,1643.4464,3.3107,1566.6667,1500.0,1600.0,3.009,1711.1111,1600.0,1800.0,5.113,1711.1111,1600.0,1800.0,5.113,0.1582,0.1569,0.1598,0.7215,10.3333,16.0,353.0,592.0,0,0,0,0,25,0,4.6163,-0.9393
default-scheduler,DS_3T_4N_L1_DIFFERENTIATED_M1M1M1_W2,DS_3T_4N_L1_DIFFERENTIATED_M1M1M1_W2,measured,measurement_csv,9,"A,A,A,B,B,B,C,C,C",,,4.5556,4,5,10.9076,0,0,0,0.0,15578.6961,14723.5234,16105.7329,3.0168,15289.7703,15000.0,16000.0,2.3346,17000.0,15000.0,20000.0,11.0919,17000.0,15000.0,20000.0,11.0919,0.0436,0.037,0.05,11.7443,3.6667,16.0,104.3333,592.0,0,0,0,0,25,0,926.4515,-72.6988
default-scheduler,DS_3T_4N_L1_UNIFORM_M1M1M1_W2,DS_3T_4N_L1_UNIFORM_M1M1M1_W2,measured,measurement_csv,9,"A,A,A,B,B,B,C,C,C",,,5.2222,5,6,7.961,0,0,0,0.0,16279.2108,14650.0628,19366.4821,7.7483,15646.3306,15000.0,19000.0,7.7924,18666.6667,15000.0,21000.0,9.7808,18666.6667,15000.0,21000.0,9.7808,0.0494,0.0428,0.0531,5.5599,3.6667,16.0,180.0,592.0,0,0,0,0,25,0,972.6072,-69.067
